"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
2678500,0,"Hagley Park","Christchurch City","Canterbury"
2678603,0,"Hagley Park","Christchurch City","Canterbury"
2678605,0,"Hagley Park","Christchurch City","Canterbury"
2678700,1,"Hagley Park","Christchurch City","Canterbury"
2678800,0,"Hagley Park","Christchurch City","Canterbury"
2678900,0,"Mairehau","Christchurch City","Canterbury"
2679000,0,"Mairehau","Christchurch City","Canterbury"
2679100,2,"Mairehau","Christchurch City","Canterbury"
2679200,0,"Mairehau","Christchurch City","Canterbury"
2679300,0,"Mairehau","Christchurch City","Canterbury"
2679400,0,"Mairehau","Christchurch City","Canterbury"
2679600,0,"Mairehau","Christchurch City","Canterbury"
2679700,0,"Mairehau","Christchurch City","Canterbury"
2679800,0,"Mairehau","Christchurch City","Canterbury"
2679900,0,"Mairehau","Christchurch City","Canterbury"
2680000,0,"Mairehau","Christchurch City","Canterbury"
2680100,1,"Mairehau","Christchurch City","Canterbury"
2680200,0,"Mairehau","Christchurch City","Canterbury"
2680400,0,"Mairehau","Christchurch City","Canterbury"
2680500,0,"Mairehau","Christchurch City","Canterbury"
2680900,0,"Rutland","Christchurch City","Canterbury"
2681000,0,"Rutland","Christchurch City","Canterbury"
2681100,0,"Rutland","Christchurch City","Canterbury"
2681300,0,"Rutland","Christchurch City","Canterbury"
2681400,0,"Rutland","Christchurch City","Canterbury"
2681600,0,"Rutland","Christchurch City","Canterbury"
2681700,1,"Rutland","Christchurch City","Canterbury"
2681800,0,"Rutland","Christchurch City","Canterbury"
2682000,0,"Rutland","Christchurch City","Canterbury"
2682100,0,"Rutland","Christchurch City","Canterbury"
2682300,0,"Rutland","Christchurch City","Canterbury"
2682500,0,"Rutland","Christchurch City","Canterbury"
2682600,0,"Rutland","Christchurch City","Canterbury"
2682700,1,"Rutland","Christchurch City","Canterbury"
2682801,0,"Rutland","Christchurch City","Canterbury"
2682802,0,"Rutland","Christchurch City","Canterbury"
2682900,0,"Rutland","Christchurch City","Canterbury"
2683000,0,"Rutland","Christchurch City","Canterbury"
2683200,0,"Rutland","Christchurch City","Canterbury"
2683300,1,"Rutland","Christchurch City","Canterbury"
2683400,0,"Rutland","Christchurch City","Canterbury"
2683600,0,"Rutland","Christchurch City","Canterbury"
2683900,0,"Rutland","Christchurch City","Canterbury"
2684000,1,"Rutland","Christchurch City","Canterbury"
2684100,0,"Rutland","Christchurch City","Canterbury"
2684200,0,"Rutland","Christchurch City","Canterbury"
2684400,0,"Rutland","Christchurch City","Canterbury"
2684500,1,"Rutland","Christchurch City","Canterbury"
2684600,0,"Rutland","Christchurch City","Canterbury"
2684800,0,"Rutland","Christchurch City","Canterbury"
2684900,0,"Rutland","Christchurch City","Canterbury"
2685100,0,"Rutland","Christchurch City","Canterbury"
2685200,0,"Mairehau","Christchurch City","Canterbury"
2685300,0,"Mairehau","Christchurch City","Canterbury"
2685400,0,"Mairehau","Christchurch City","Canterbury"
2685500,0,"Mairehau","Christchurch City","Canterbury"
2685600,1,"Mairehau","Christchurch City","Canterbury"
2685700,0,"Mairehau","Christchurch City","Canterbury"
2685800,0,"Mairehau","Christchurch City","Canterbury"
2685900,0,"Mairehau","Christchurch City","Canterbury"
2686000,0,"Mairehau","Christchurch City","Canterbury"
2686100,0,"St Albans West","Christchurch City","Canterbury"
2686200,0,"St Albans West","Christchurch City","Canterbury"
2686300,0,"St Albans West","Christchurch City","Canterbury"
2686401,0,"St Albans West","Christchurch City","Canterbury"
2686403,1,"St Albans West","Christchurch City","Canterbury"
2686500,2,"St Albans West","Christchurch City","Canterbury"
2686600,0,"St Albans East","Christchurch City","Canterbury"
2686700,0,"St Albans East","Christchurch City","Canterbury"
2686800,0,"St Albans East","Christchurch City","Canterbury"
2687000,1,"St Albans East","Christchurch City","Canterbury"
2687100,2,"St Albans East","Christchurch City","Canterbury"
2687200,0,"St Albans East","Christchurch City","Canterbury"
2687300,2,"St Albans East","Christchurch City","Canterbury"
2687400,0,"St Albans East","Christchurch City","Canterbury"
2687500,0,"St Albans East","Christchurch City","Canterbury"
2687600,3,"St Albans East","Christchurch City","Canterbury"
2687700,0,"St Albans East","Christchurch City","Canterbury"
2687800,0,"St Albans East","Christchurch City","Canterbury"
2687900,0,"St Albans East","Christchurch City","Canterbury"
2688000,0,"St Albans East","Christchurch City","Canterbury"
2688100,0,"St Albans East","Christchurch City","Canterbury"
2688200,0,"St Albans East","Christchurch City","Canterbury"
2688300,0,"St Albans East","Christchurch City","Canterbury"
2688400,0,"St Albans East","Christchurch City","Canterbury"
2688500,0,"St Albans East","Christchurch City","Canterbury"
2688600,0,"St Albans East","Christchurch City","Canterbury"
2688800,0,"St Albans West","Christchurch City","Canterbury"
2688900,0,"St Albans West","Christchurch City","Canterbury"
2689000,0,"St Albans West","Christchurch City","Canterbury"
2689100,0,"St Albans West","Christchurch City","Canterbury"
2689200,0,"St Albans West","Christchurch City","Canterbury"
2689300,0,"St Albans West","Christchurch City","Canterbury"
2689500,0,"St Albans West","Christchurch City","Canterbury"
2689700,0,"St Albans West","Christchurch City","Canterbury"
2689800,0,"St Albans West","Christchurch City","Canterbury"
2689900,0,"St Albans West","Christchurch City","Canterbury"
2690000,0,"St Albans West","Christchurch City","Canterbury"
2690200,0,"St Albans West","Christchurch City","Canterbury"
2690300,1,"St Albans East","Christchurch City","Canterbury"
2690400,0,"St Albans East","Christchurch City","Canterbury"
2690500,0,"St Albans West","Christchurch City","Canterbury"
2690600,2,"St Albans East","Christchurch City","Canterbury"
2690800,0,"St Albans East","Christchurch City","Canterbury"
2690900,0,"St Albans East","Christchurch City","Canterbury"
2691000,0,"St Albans East","Christchurch City","Canterbury"
2691100,1,"St Albans East","Christchurch City","Canterbury"
2691200,0,"St Albans East","Christchurch City","Canterbury"
2691300,0,"St Albans East","Christchurch City","Canterbury"
2691400,1,"St Albans East","Christchurch City","Canterbury"
2691500,0,"St Albans East","Christchurch City","Canterbury"
2691600,0,"St Albans East","Christchurch City","Canterbury"
2691700,0,"St Albans East","Christchurch City","Canterbury"
2691800,1,"St Albans East","Christchurch City","Canterbury"
2691901,0,"Richmond South","Christchurch City","Canterbury"
2691904,0,"Richmond South","Christchurch City","Canterbury"
2692001,0,"Richmond South","Christchurch City","Canterbury"
2692002,0,"Richmond South","Christchurch City","Canterbury"
2692003,0,"Richmond South","Christchurch City","Canterbury"
2692100,0,"Richmond South","Christchurch City","Canterbury"
2692402,0,"Richmond South","Christchurch City","Canterbury"
2692403,0,"Richmond South","Christchurch City","Canterbury"
2692404,0,"Richmond South","Christchurch City","Canterbury"
2692501,0,"Richmond South","Christchurch City","Canterbury"
2692600,2,"Richmond South","Christchurch City","Canterbury"
2692701,0,"Richmond South","Christchurch City","Canterbury"
2692702,0,"Richmond South","Christchurch City","Canterbury"
2692703,0,"Richmond South","Christchurch City","Canterbury"
2692800,0,"Richmond South","Christchurch City","Canterbury"
2692900,0,"Richmond South","Christchurch City","Canterbury"
2693000,0,"Richmond South","Christchurch City","Canterbury"
2693200,0,"Richmond South","Christchurch City","Canterbury"
2693300,1,"Richmond South","Christchurch City","Canterbury"
2693400,0,"Richmond South","Christchurch City","Canterbury"
2693500,0,"Richmond South","Christchurch City","Canterbury"
2693600,0,"Richmond South","Christchurch City","Canterbury"
2693700,0,"Richmond South","Christchurch City","Canterbury"
2693800,0,"Richmond South","Christchurch City","Canterbury"
2693900,1,"Edgeware","Christchurch City","Canterbury"
2694000,0,"Edgeware","Christchurch City","Canterbury"
2694100,1,"Edgeware","Christchurch City","Canterbury"
2694200,0,"Edgeware","Christchurch City","Canterbury"
2694300,0,"Edgeware","Christchurch City","Canterbury"
2694501,0,"Edgeware","Christchurch City","Canterbury"
2694502,0,"Edgeware","Christchurch City","Canterbury"
2694601,0,"Edgeware","Christchurch City","Canterbury"
2694602,0,"Edgeware","Christchurch City","Canterbury"
2694603,0,"Edgeware","Christchurch City","Canterbury"
2694802,0,"Edgeware","Christchurch City","Canterbury"
2694804,0,"Edgeware","Christchurch City","Canterbury"
2694900,0,"Edgeware","Christchurch City","Canterbury"
2695000,1,"Edgeware","Christchurch City","Canterbury"
2695100,0,"Edgeware","Christchurch City","Canterbury"
2695200,0,"Edgeware","Christchurch City","Canterbury"
2695300,0,"Edgeware","Christchurch City","Canterbury"
2695500,0,"Edgeware","Christchurch City","Canterbury"
2695601,0,"Edgeware","Christchurch City","Canterbury"
2695602,0,"Edgeware","Christchurch City","Canterbury"
2695700,0,"Edgeware","Christchurch City","Canterbury"
2695800,0,"Edgeware","Christchurch City","Canterbury"
2695900,0,"Edgeware","Christchurch City","Canterbury"
2696000,0,"Edgeware","Christchurch City","Canterbury"
2696100,0,"Edgeware","Christchurch City","Canterbury"
2696200,0,"Edgeware","Christchurch City","Canterbury"
2696300,0,"Edgeware","Christchurch City","Canterbury"
2696400,0,"Edgeware","Christchurch City","Canterbury"
2696500,1,"Richmond North","Christchurch City","Canterbury"
2696600,2,"Richmond North","Christchurch City","Canterbury"
2696700,0,"Richmond North","Christchurch City","Canterbury"
2696800,1,"Richmond North","Christchurch City","Canterbury"
2697000,1,"Richmond North","Christchurch City","Canterbury"
2697100,0,"Richmond North","Christchurch City","Canterbury"
2697200,0,"Richmond North","Christchurch City","Canterbury"
2697300,0,"Richmond North","Christchurch City","Canterbury"
2697400,0,"Richmond North","Christchurch City","Canterbury"
2697500,1,"Richmond North","Christchurch City","Canterbury"
2697600,2,"Richmond North","Christchurch City","Canterbury"
2697700,0,"Richmond North","Christchurch City","Canterbury"
2697800,0,"Richmond North","Christchurch City","Canterbury"
2697900,0,"Richmond North","Christchurch City","Canterbury"
2698000,0,"Richmond North","Christchurch City","Canterbury"
2698100,0,"Richmond North","Christchurch City","Canterbury"
2698200,0,"Richmond North","Christchurch City","Canterbury"
2698300,0,"Richmond North","Christchurch City","Canterbury"
2698400,0,"Richmond North","Christchurch City","Canterbury"
2698500,2,"Richmond North","Christchurch City","Canterbury"
2698600,0,"Richmond North","Christchurch City","Canterbury"
2698700,0,"Richmond North","Christchurch City","Canterbury"
2698801,1,"Mt Pleasant","Christchurch City","Canterbury"
2698802,1,"Mt Pleasant","Christchurch City","Canterbury"
2698900,1,"Mt Pleasant","Christchurch City","Canterbury"
2699001,0,"Mt Pleasant","Christchurch City","Canterbury"
2699100,0,"Mt Pleasant","Christchurch City","Canterbury"
2699202,0,"Mt Pleasant","Christchurch City","Canterbury"
2699203,1,"Mt Pleasant","Christchurch City","Canterbury"
2699205,0,"Mt Pleasant","Christchurch City","Canterbury"
2699400,0,"Mt Pleasant","Christchurch City","Canterbury"
2699500,0,"Mt Pleasant","Christchurch City","Canterbury"
2699600,0,"Mt Pleasant","Christchurch City","Canterbury"
2699701,0,"Mt Pleasant","Christchurch City","Canterbury"
2699702,0,"Mt Pleasant","Christchurch City","Canterbury"
2699800,0,"Mt Pleasant","Christchurch City","Canterbury"
2699900,0,"Mt Pleasant","Christchurch City","Canterbury"
2700000,0,"Mt Pleasant","Christchurch City","Canterbury"
2700100,0,"Mt Pleasant","Christchurch City","Canterbury"
2700201,0,"Mt Pleasant","Christchurch City","Canterbury"
2700202,0,"Mt Pleasant","Christchurch City","Canterbury"
2700401,0,"Mt Pleasant","Christchurch City","Canterbury"
2700403,0,"Mt Pleasant","Christchurch City","Canterbury"
2700405,0,"Mt Pleasant","Christchurch City","Canterbury"
2700501,0,"Mt Pleasant","Christchurch City","Canterbury"
2700503,1,"Mt Pleasant","Christchurch City","Canterbury"
2700600,0,"Mt Pleasant","Christchurch City","Canterbury"
2700700,1,"Mt Pleasant","Christchurch City","Canterbury"
2701200,0,"Moncks Bay","Christchurch City","Canterbury"
2701300,0,"Moncks Bay","Christchurch City","Canterbury"
2701400,0,"Moncks Bay","Christchurch City","Canterbury"
2701501,0,"Moncks Bay","Christchurch City","Canterbury"
2701503,0,"Moncks Bay","Christchurch City","Canterbury"
2701504,0,"Moncks Bay","Christchurch City","Canterbury"
2701506,0,"Moncks Bay","Christchurch City","Canterbury"
2701700,0,"Moncks Bay","Christchurch City","Canterbury"
2701800,0,"Moncks Bay","Christchurch City","Canterbury"
2701900,0,"Moncks Bay","Christchurch City","Canterbury"
2702000,0,"Moncks Bay","Christchurch City","Canterbury"
2702102,0,"Moncks Bay","Christchurch City","Canterbury"
2702200,0,"Moncks Bay","Christchurch City","Canterbury"
2702501,0,"Moncks Bay","Christchurch City","Canterbury"
2702502,0,"Moncks Bay","Christchurch City","Canterbury"
2702602,0,"Avon-Heathcote Estuary","Christchurch City","Canterbury"
2702800,0,"Moncks Bay","Christchurch City","Canterbury"
2702900,1,"Moncks Bay","Christchurch City","Canterbury"
2703004,0,"Moncks Bay","Christchurch City","Canterbury"
2703101,0,"Moncks Bay","Christchurch City","Canterbury"
2703102,0,"Moncks Bay","Christchurch City","Canterbury"
2703103,0,"Moncks Bay","Christchurch City","Canterbury"
2703300,0,"Moncks Bay","Christchurch City","Canterbury"
2703400,0,"Sumner","Christchurch City","Canterbury"
2703600,0,"Sumner","Christchurch City","Canterbury"
2703700,0,"Sumner","Christchurch City","Canterbury"
2703800,0,"Sumner","Christchurch City","Canterbury"
2703900,0,"Sumner","Christchurch City","Canterbury"
2704200,0,"Sumner","Christchurch City","Canterbury"
2704300,0,"Sumner","Christchurch City","Canterbury"
2704600,0,"Sumner","Christchurch City","Canterbury"
2704700,0,"Sumner","Christchurch City","Canterbury"
2704900,0,"Sumner","Christchurch City","Canterbury"
2705100,0,"Sumner","Christchurch City","Canterbury"
2705200,0,"Sumner","Christchurch City","Canterbury"
2705300,0,"Sumner","Christchurch City","Canterbury"
2705400,0,"Sumner","Christchurch City","Canterbury"
2705500,0,"Sumner","Christchurch City","Canterbury"
2705600,0,"Sumner","Christchurch City","Canterbury"
2705901,0,"Sumner","Christchurch City","Canterbury"
2706100,0,"Sumner","Christchurch City","Canterbury"
2706200,0,"Sumner","Christchurch City","Canterbury"
2706300,0,"Sumner","Christchurch City","Canterbury"
2706400,0,"Sumner","Christchurch City","Canterbury"
2706500,0,"Sumner","Christchurch City","Canterbury"
2706600,1,"Sumner","Christchurch City","Canterbury"
2706900,0,"Lyttelton","Christchurch City","Canterbury"
2707100,0,"Lyttelton","Christchurch City","Canterbury"
2707400,0,"Lyttelton","Christchurch City","Canterbury"
2707600,1,"Lyttelton","Christchurch City","Canterbury"
2707700,1,"Lyttelton","Christchurch City","Canterbury"
2707900,0,"Lyttelton","Christchurch City","Canterbury"
2708000,0,"Lyttelton","Christchurch City","Canterbury"
2708300,0,"Lyttelton","Christchurch City","Canterbury"
2708400,0,"Lyttelton","Christchurch City","Canterbury"
2708500,2,"Lyttelton","Christchurch City","Canterbury"
2708700,0,"Lyttelton","Christchurch City","Canterbury"
2708900,0,"Lyttelton","Christchurch City","Canterbury"
2709000,0,"Lyttelton","Christchurch City","Canterbury"
2709100,0,"Lyttelton","Christchurch City","Canterbury"
2709200,0,"Lyttelton","Christchurch City","Canterbury"
2709600,0,"Lyttelton","Christchurch City","Canterbury"
2709700,0,"Lyttelton","Christchurch City","Canterbury"
2709801,0,"Lyttelton","Christchurch City","Canterbury"
2710100,0,"Lyttelton","Christchurch City","Canterbury"
2710200,0,"Lyttelton","Christchurch City","Canterbury"
2710300,0,"Lyttelton","Christchurch City","Canterbury"
2710600,0,"Lyttelton","Christchurch City","Canterbury"
2710700,0,"Lyttelton","Christchurch City","Canterbury"
2710800,0,"Lyttelton","Christchurch City","Canterbury"
2710900,0,"Lyttelton","Christchurch City","Canterbury"
2711200,0,"Diamond Harbour","Christchurch City","Canterbury"
2711301,0,"Diamond Harbour","Christchurch City","Canterbury"
2711302,0,"Diamond Harbour","Christchurch City","Canterbury"
2711400,0,"Lyttelton","Christchurch City","Canterbury"
2711501,0,"Governors Bay","Christchurch City","Canterbury"
2711502,0,"Governors Bay","Christchurch City","Canterbury"
2711504,2,"Governors Bay","Christchurch City","Canterbury"
2711601,0,"Governors Bay","Christchurch City","Canterbury"
2711602,0,"Governors Bay","Christchurch City","Canterbury"
2711802,0,"Governors Bay","Christchurch City","Canterbury"
2712002,0,"Diamond Harbour","Christchurch City","Canterbury"
2712004,0,"Diamond Harbour","Christchurch City","Canterbury"
2712101,0,"Diamond Harbour","Christchurch City","Canterbury"
2712102,0,"Port Levy","Christchurch City","Canterbury"
2712300,0,"Port Levy","Christchurch City","Canterbury"
2712410,0,"Oceanic-Canterbury Region South","Area Outside Territorial Authority","Area outside District Health Board"
2712500,0,"Little River","Christchurch City","Canterbury"
2712700,0,"Little River","Christchurch City","Canterbury"
2713000,0,"Little River","Christchurch City","Canterbury"
2713100,0,"Little River","Christchurch City","Canterbury"
2713200,0,"Little River","Christchurch City","Canterbury"
2713502,0,"Little River","Christchurch City","Canterbury"
2713601,0,"Little River","Christchurch City","Canterbury"
2714100,0,"Akaroa Harbour","Christchurch City","Canterbury"
2714402,0,"Akaroa Harbour","Christchurch City","Canterbury"
2714500,0,"Akaroa Harbour","Christchurch City","Canterbury"
2714600,0,"Akaroa Harbour","Christchurch City","Canterbury"
2714700,0,"Banks Peninsula Eastern Bays","Christchurch City","Canterbury"
2715000,0,"Akaroa Harbour","Christchurch City","Canterbury"
2715400,0,"Banks Peninsula Eastern Bays","Christchurch City","Canterbury"
2715500,0,"Akaroa","Christchurch City","Canterbury"
2715600,0,"Akaroa","Christchurch City","Canterbury"
2715700,0,"Akaroa","Christchurch City","Canterbury"
2716100,0,"Akaroa","Christchurch City","Canterbury"
2716300,0,"Akaroa","Christchurch City","Canterbury"
2716400,0,"Akaroa","Christchurch City","Canterbury"
2717700,1,"Lincoln","Selwyn District","Canterbury"
2717801,0,"Lincoln","Selwyn District","Canterbury"
2717802,1,"Lincoln","Selwyn District","Canterbury"
2717803,0,"Lincoln","Selwyn District","Canterbury"
2718200,0,"Springston","Selwyn District","Canterbury"
2718300,0,"Springston","Selwyn District","Canterbury"
2718400,0,"Springston","Selwyn District","Canterbury"
2718500,0,"Springston","Selwyn District","Canterbury"
2718600,0,"Springston","Selwyn District","Canterbury"
2718700,0,"Lincoln","Selwyn District","Canterbury"
2718800,0,"Lincoln","Selwyn District","Canterbury"
2718900,0,"Lincoln","Selwyn District","Canterbury"
2719002,0,"Springston","Selwyn District","Canterbury"
2719003,0,"Springston","Selwyn District","Canterbury"
2719004,0,"Springston","Selwyn District","Canterbury"
2719005,0,"Springston","Selwyn District","Canterbury"
2719103,0,"Rolleston North West","Selwyn District","Canterbury"
2719204,0,"Rolleston Central","Selwyn District","Canterbury"
2719205,0,"Rolleston Central","Selwyn District","Canterbury"
2719212,0,"Rolleston Central","Selwyn District","Canterbury"
2719216,0,"Rolleston Central","Selwyn District","Canterbury"
2719218,0,"Rolleston Central","Selwyn District","Canterbury"
2719221,0,"Rolleston Central","Selwyn District","Canterbury"
2719226,0,"Rolleston Central","Selwyn District","Canterbury"
2719304,0,"Rolleston North East","Selwyn District","Canterbury"
2719306,0,"Rolleston North East","Selwyn District","Canterbury"
2719307,0,"Rolleston North East","Selwyn District","Canterbury"
2719309,0,"Rolleston North East","Selwyn District","Canterbury"
2719310,0,"Rolleston South East","Selwyn District","Canterbury"
2719311,0,"Rolleston North East","Selwyn District","Canterbury"
2719320,0,"Rolleston North East","Selwyn District","Canterbury"
2719323,0,"Rolleston North East","Selwyn District","Canterbury"
2719404,0,"Rolleston South East","Selwyn District","Canterbury"
2719406,0,"Rolleston North West","Selwyn District","Canterbury"
2719411,0,"Rolleston South West","Selwyn District","Canterbury"
2719415,0,"Rolleston South West","Selwyn District","Canterbury"
2719416,0,"Rolleston South East","Selwyn District","Canterbury"
2719417,0,"Rolleston South East","Selwyn District","Canterbury"
2719418,0,"Rolleston South West","Selwyn District","Canterbury"
2719419,0,"Rolleston South West","Selwyn District","Canterbury"
2719425,0,"Rolleston South West","Selwyn District","Canterbury"
2719427,0,"Rolleston South West","Selwyn District","Canterbury"
2719429,0,"Rolleston South West","Selwyn District","Canterbury"
2719430,0,"Rolleston South West","Selwyn District","Canterbury"
2719500,0,"Rolleston South East","Selwyn District","Canterbury"
2719600,0,"Springston","Selwyn District","Canterbury"
2719800,0,"Springston","Selwyn District","Canterbury"
2719902,0,"Springston","Selwyn District","Canterbury"
2720000,0,"Springston","Selwyn District","Canterbury"
2720501,0,"Springston","Selwyn District","Canterbury"
2720502,0,"Springston","Selwyn District","Canterbury"
2720600,0,"Springston","Selwyn District","Canterbury"
2720700,0,"Springston","Selwyn District","Canterbury"
2720800,0,"Springston","Selwyn District","Canterbury"
2721100,0,"Springston","Selwyn District","Canterbury"
2721200,0,"Springston","Selwyn District","Canterbury"
2721300,0,"Springston","Selwyn District","Canterbury"
2721500,0,"Springston","Selwyn District","Canterbury"
2721701,0,"Dunsandel","Selwyn District","Canterbury"
2721702,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2721900,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2722100,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2722200,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2722300,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2722501,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2722600,1,"Selwyn-Rakaia","Selwyn District","Canterbury"
2723000,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2723101,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2723300,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2723400,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2723600,1,"Leeston","Selwyn District","Canterbury"
2723701,0,"Leeston","Selwyn District","Canterbury"
2723703,0,"Leeston","Selwyn District","Canterbury"
2723800,0,"Leeston","Selwyn District","Canterbury"
2723900,2,"Leeston","Selwyn District","Canterbury"
2724200,0,"Leeston","Selwyn District","Canterbury"
2724300,0,"Leeston","Selwyn District","Canterbury"
2724400,1,"Leeston","Selwyn District","Canterbury"
2724800,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725000,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725302,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725400,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725500,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725600,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2725800,0,"Southbridge","Selwyn District","Canterbury"
2726400,0,"Southbridge","Selwyn District","Canterbury"
2726500,0,"Southbridge","Selwyn District","Canterbury"
2726600,0,"Southbridge","Selwyn District","Canterbury"
2726700,0,"Selwyn-Rakaia","Selwyn District","Canterbury"
2726800,1,"Selwyn-Rakaia","Selwyn District","Canterbury"
2726900,1,"Selwyn-Rakaia","Selwyn District","Canterbury"
2727000,1,"Selwyn-Rakaia","Selwyn District","Canterbury"
2727201,1,"Dunsandel","Selwyn District","Canterbury"
2727400,1,"Ashburton Central West","Ashburton District","Canterbury"
2727600,1,"Ashburton Central West","Ashburton District","Canterbury"
2727700,0,"Ashburton Central West","Ashburton District","Canterbury"
2727800,1,"Ashburton Central West","Ashburton District","Canterbury"
2727900,1,"Ashburton Central West","Ashburton District","Canterbury"
2728000,1,"Ashburton Central West","Ashburton District","Canterbury"
2728100,0,"Ashburton Central East","Ashburton District","Canterbury"
2728200,0,"Ashburton Central East","Ashburton District","Canterbury"
2728400,0,"Ashburton Central East","Ashburton District","Canterbury"
2728600,0,"Ashburton Central East","Ashburton District","Canterbury"
2728800,0,"Hampstead","Ashburton District","Canterbury"
2728900,0,"Hampstead","Ashburton District","Canterbury"
2729000,0,"Hampstead","Ashburton District","Canterbury"
2729200,0,"Hampstead","Ashburton District","Canterbury"
2729400,0,"Ashburton Central East","Ashburton District","Canterbury"
2729500,0,"Ashburton Central East","Ashburton District","Canterbury"
2729600,0,"Ashburton Central East","Ashburton District","Canterbury"
2729700,1,"Ashburton Central East","Ashburton District","Canterbury"
2729800,0,"Ashburton Central East","Ashburton District","Canterbury"
2730000,0,"Ashburton Central East","Ashburton District","Canterbury"
2730100,0,"Ashburton Central East","Ashburton District","Canterbury"
2730200,0,"Ashburton Central East","Ashburton District","Canterbury"
2730400,1,"Ashburton Central East","Ashburton District","Canterbury"
2730500,0,"Hampstead","Ashburton District","Canterbury"
2730800,0,"Hampstead","Ashburton District","Canterbury"
2731000,0,"Hampstead","Ashburton District","Canterbury"
2731300,0,"Hampstead","Ashburton District","Canterbury"
2731600,0,"Hampstead","Ashburton District","Canterbury"
2731800,0,"Hampstead","Ashburton District","Canterbury"
2732000,0,"Hampstead","Ashburton District","Canterbury"
2732200,0,"Netherby","Ashburton District","Canterbury"
2732400,0,"Ashburton Central East","Ashburton District","Canterbury"
2732600,1,"Ashburton Central East","Ashburton District","Canterbury"
2732700,0,"Ashburton Central East","Ashburton District","Canterbury"
2732800,0,"Ashburton Central East","Ashburton District","Canterbury"
2732900,0,"Netherby","Ashburton District","Canterbury"
2733000,0,"Ashburton Central East","Ashburton District","Canterbury"
2733100,0,"Ashburton Central East","Ashburton District","Canterbury"
2733200,2,"Hampstead","Ashburton District","Canterbury"
2733300,0,"Netherby","Ashburton District","Canterbury"
2733400,0,"Netherby","Ashburton District","Canterbury"
2733500,0,"Netherby","Ashburton District","Canterbury"
2733800,0,"Netherby","Ashburton District","Canterbury"
2733900,0,"Netherby","Ashburton District","Canterbury"
2734000,0,"Allenton East","Ashburton District","Canterbury"
2734100,0,"Allenton East","Ashburton District","Canterbury"
2734200,0,"Allenton East","Ashburton District","Canterbury"
2734300,0,"Netherby","Ashburton District","Canterbury"
2734400,0,"Netherby","Ashburton District","Canterbury"
2734500,0,"Netherby","Ashburton District","Canterbury"
2734600,0,"Netherby","Ashburton District","Canterbury"
2734900,0,"Allenton East","Ashburton District","Canterbury"
2735000,0,"Allenton East","Ashburton District","Canterbury"
2735101,0,"Allenton East","Ashburton District","Canterbury"
2735102,0,"Allenton East","Ashburton District","Canterbury"
2735200,0,"Allenton East","Ashburton District","Canterbury"
2735300,0,"Allenton East","Ashburton District","Canterbury"
2735503,0,"Allenton East","Ashburton District","Canterbury"
2735600,0,"Allenton East","Ashburton District","Canterbury"
2735800,0,"Allenton East","Ashburton District","Canterbury"
2735900,0,"Allenton East","Ashburton District","Canterbury"
2736003,0,"Allenton East","Ashburton District","Canterbury"
2736100,0,"Allenton East","Ashburton District","Canterbury"
2736200,0,"Allenton West","Ashburton District","Canterbury"
2736300,0,"Allenton West","Ashburton District","Canterbury"
2736400,0,"Allenton West","Ashburton District","Canterbury"
2736500,0,"Allenton West","Ashburton District","Canterbury"
2736600,0,"Allenton West","Ashburton District","Canterbury"
2736800,0,"Allenton West","Ashburton District","Canterbury"
2736900,0,"Allenton West","Ashburton District","Canterbury"
2737000,0,"Allenton West","Ashburton District","Canterbury"
2737200,0,"Allenton West","Ashburton District","Canterbury"
2737300,0,"Allenton West","Ashburton District","Canterbury"
2737400,0,"Allenton West","Ashburton District","Canterbury"
2737700,0,"Allenton West","Ashburton District","Canterbury"
2737800,0,"Allenton West","Ashburton District","Canterbury"
2738100,0,"Allenton West","Ashburton District","Canterbury"
2738300,0,"Ashburton Central West","Ashburton District","Canterbury"
2738400,0,"Ashburton Central West","Ashburton District","Canterbury"
2738500,0,"Ashburton Central West","Ashburton District","Canterbury"
2738600,0,"Ashburton Central West","Ashburton District","Canterbury"
2738700,0,"Ashburton Central West","Ashburton District","Canterbury"
2738800,0,"Ashburton Central West","Ashburton District","Canterbury"
2738900,0,"Ashburton Central West","Ashburton District","Canterbury"
2739000,0,"Ashburton Central West","Ashburton District","Canterbury"
2739100,0,"Ashburton Central West","Ashburton District","Canterbury"
2739200,0,"Ashburton Central West","Ashburton District","Canterbury"
2739500,0,"Tinwald","Ashburton District","Canterbury"
